K_Receipt,K_Member,Quantity,Q_Amount,Q_Discount_Amount,T_Receipt
5be2326ca192b2612fd8d601f3981dca,4e39429218dac10ad4e57dafee3d92d4,1,109.99,,2017-06-04 17:24:58
2189323f24aabddc8f324451eb75419b,282d49fddab8e95a8673a2a90072cf5c,1,599.9,,2017-06-04 18:45:18
a94b9255b3c3ebd206b09a5625e39ea2,f596242db91986b554f25768577cd5be,1,550.0,,2017-06-04 21:12:58
897f5080530ad6a04d3aedf0756706dd,6419a1be8feac26ec793667b71cbaeb4,1,149.86,,2017-06-04 23:49:13
44aa72f4eebc8c0ff7a3636f6369201b,90f323e9f0948ddd96c6f6a8ecc75830,1,56.99,,2017-06-05 00:11:23
fa5d6b6dd3a9ed01e21e57c5918e15cf,90f323e9f0948ddd96c6f6a8ecc75830,1,56.99,,2017-06-05 00:11:24
09a069fe7d45eae2e1c4910e90e365ac,fbdd85f919749a8e7a1290c6452024e3,1,49.0,,2017-06-05 07:17:58
9edb4a65f2f453139e9dba567889dc0e,d6db3091e8c13023bf1e6d367b8c0847,1,26.0,,2017-06-05 09:51:37
322d561e43a3a0c5887b628a62cb69ab,2b952792a20f6076f6e7a9c6a27ade02,2,31.98,,2017-06-05 15:09:50
f05e7271c8182b1a9c40cc7154f63616,4191bcfd448dc07138d2951ea4d10008,1,89.9,,2017-06-05 17:14:12
2af768daf2646f316e9457e1f10b2428,f79c969a1665f477201e86ae6e036c30,1,143.0,,2017-06-05 17:53:59
5ddea4bc0239f874cd7d6fd398d6045a,f79c969a1665f477201e86ae6e036c30,1,109.99,,2017-06-05 17:54:00
b86149c8139bc8a77792c2b24942a0db,b0b057559c54c99e41a21c40c08f7780,1,71.0,,2017-06-05 18:44:05
8ff1992743a7f3a6daffc9ec9db05cbc,c8592d5ae5bde92205a4eedb41d9455e,1,259.0,,2017-06-05 21:20:51
1079ee0942568d7c4778bad8d4192e0e,e10b68125f54adc15562b1fa412e655a,1,49.99,,2017-06-05 22:02:18
a9fc49d2e84da72c75e2fdb6311a221c,83935d750c83951d7d0211a3c60e78fd,1,99.99,,2017-06-05 22:26:58
8eddde296db4009f424c7a91011b7be0,51d121ddc025c1b70f8f62a1b727aecf,2,96.8,,2017-06-06 11:28:05
66fbfbe9598df1bb7b5950b19e839697,f561632522774ab728bb93f8f3ab5e61,1,295.8,,2017-06-06 13:34:51
8ccbe46ffeae4720eba99d2d2de07542,4c112bdeac93a04155c340b65b35c232,1,16.9,,2017-06-06 15:19:21
945fb6d37a9ca75061ff8741ae8c19ab,065938485846aa5adc196cb536de42e0,1,241.1,,2017-06-06 16:19:01
325c8590cc232d3faa8e49c293e7ea2c,574e36a816bf7a295404e686062fc0de,2,80.0,,2017-06-06 17:00:18
f9d9c91f3bc0804469f897454dcf2a78,99b026061fefe9ff09cdd0e745a9233e,1,159.9,,2017-06-06 17:45:39
816d5d441d23818493578fb1db0a22ad,33b239671c1c878914ed922a0dacd607,1,41.99,,2017-06-06 18:20:09
19e4266dc016719bc96212fff65532d2,9194f9aedc33b4f984bcdcc7da7461f4,1,49.9,,2017-06-06 19:44:14
8d771479430ddcc5431d2ef4aa207204,fdb2f8a871f180fefdf3ba06bf7ab179,1,69.9,,2017-06-06 21:31:50
e03758edc76b636006eb8f5bd648ca90,fdb2f8a871f180fefdf3ba06bf7ab179,1,219.99,,2017-06-06 21:31:50
34db12eded81bbeb870aa3fae6848f90,33b239671c1c878914ed922a0dacd607,1,41.99,,2017-06-06 21:33:06
814b1f69511cfbaa3b54bf7701c7a475,5e492797fbeb54fb3e96629a55cdd480,1,78.1,,2017-06-06 21:40:11
78f60565caf7dc3b87f6e1e9b03b691d,5e492797fbeb54fb3e96629a55cdd480,1,39.9,,2017-06-06 21:40:12
ccafe6201982b2369baac3ad28c67188,c5f6047fb345ffd234cf5b26268988be,3,225.2,,2017-06-06 22:27:33
423a4ec1579258ccf1267d7414246c52,ae52fa61f27bd494a25bc4c101fa29d0,1,34.99,,2017-06-06 23:09:15
20efd9f000215e0bbefcf087e8cf3d61,ae52fa61f27bd494a25bc4c101fa29d0,1,59.99,,2017-06-06 23:09:17
4d49d457ad5fc517a2a6f4f9ba232067,c499023d38f0db1bcf3db96b3c8a5dee,1,19.9,,2017-06-06 23:32:25
5cfb7b2cbf52f4ff3ec4b58f69b02351,730e4b7ede33b484516435d39ab4dc49,1,159.99,,2017-06-07 00:19:14
11594a6b4b817fb6cc075700e80def3f,57b5d9f9fa4f1ff41befbfbf0fcbc3ca,1,119.99,,2017-06-07 11:07:29
6814dd9f19453f44a2e1bdd19b963708,346534c8088852932d947f4b8fea3959,1,379.99,,2017-06-07 11:47:43
97c111c4f22dfa1089a9c0b5338dcc79,ae74c314b9c383e5d7bcd99d54ffbc71,1,27.9,,2017-06-07 13:16:14
14f6c86b695ea4ddd3dd4386d10388b0,3110339155d740dc64b31e1666952100,1,21.0,,2017-06-07 14:10:15
cc139c399d4fe7949e1cc628424f7955,3110339155d740dc64b31e1666952100,1,74.9,,2017-06-07 14:10:15
12546aaf14dc46dbdf45d8bf5dea4c60,fe59d5878cd80080edbd29b5a0a4e1cf,1,78.8,,2017-06-07 19:54:10
ebcefe69d0a823b45706b43bde0e0d77,a0e0770d529c5da6dd71d5be8620aa3b,1,56.99,,2017-06-07 20:28:13
5a583547086c7958be6668ef932708cd,5a21363c92f912e70cb482c96bc03af3,1,48.65,,2017-06-08 09:18:19
5124343628b2cd43d0980ccc67353226,86df00dc5fd68f4dd5d5945ca19f3ed6,4,796.0,,2017-06-08 10:49:42
1bb50def8a9e13b440ff996070fda0e9,5f2a213343d506264f78cb82dd914434,1,199.9,,2017-06-08 11:30:04
be75f7ef5da81750d1b2364aea5e7372,3db6e5afa8e8178a29afc729855315e2,1,59.9,,2017-06-08 14:12:02
a567555641df2aefbf04d63d0edfb836,3443f8095ad309eebbdc8caa8b2bf936,1,49.0,,2017-06-08 19:50:58
6318d8c5f6857de384c0b3186d036457,64e9a736591627c469dae6f3d1592a61,1,179.99,,2017-06-08 20:02:41
2d8e4baffe6056f0800c1d99f2960384,64e9a736591627c469dae6f3d1592a61,1,367.52,,2017-06-08 20:02:42
6eea8cd99d26a8bbdf39d5289e4e7601,6bb535b0906b43e0041916897667aeed,2,465.98,,2017-06-08 22:46:23
aa2ae4efd578f1c304128a899e4d1a17,6bb535b0906b43e0041916897667aeed,1,338.5,,2017-06-08 22:46:23
64bd3e880a66ec01c58e06862dcb82fc,a1bb96820529725c3c79a77c69e7e792,1,13.0,,2017-06-08 23:17:57
bf593abe2928b23b60cee1ff3471a4dd,a1bb96820529725c3c79a77c69e7e792,1,39.9,,2017-06-08 23:17:57
17cb23af289c0b034d217eafe2b2e1df,6ee2f345f4f2fbd1cafb6447a6b37642,1,119.9,,2017-06-08 23:28:16
502668fa85b6cff5243cf74ce4100182,d2560fea402745a0f20f542f829c6109,1,13.98,,2017-06-09 03:00:26
11f0f637c5a38b66abd963cc1926f152,91def939002d33dcbf6a038b5c879f7b,1,34.9,,2017-06-09 08:09:53
32fb9842a1e575a59a048b0f5b471d94,aab0cf2b7b1d9c3fd242397d73ed044b,1,59.0,,2017-06-09 08:56:24
fb7a31602527aff8e971f4cf8e5ba0b2,3d71bc3ae0c9f857ffe17636e0d59aab,1,48.99,,2017-06-09 10:05:46
65e7cb43b74e1b86d2625b6e5b284019,f68cbab6cbaab1d6226e2dafed486578,1,59.99,,2017-06-09 13:54:15
2ea42a9244db919209a5b414c749a085,a7657330b1c135f3acd420326e335b2c,2,269.8,,2017-06-09 14:24:57
53abe7c4aed1dfb3bf25e69723fd9a4d,0621c2a5979d3e887ae519620cbe2926,2,271.8,,2017-06-09 16:13:00
e88c93bf71895846c5dbc1cd709e2308,04d3c2795b83634312bf3f86f41f7901,1,499.0,,2017-06-09 17:38:12
8f20a2bcde63b6e9b1d88a8b7bb9ca53,076b7055bea51da430d6a6fa054e5075,1,47.9,,2017-06-09 19:13:08
f494e4f6b6de7aeefe3af00acc8b3426,076b7055bea51da430d6a6fa054e5075,1,40.0,,2017-06-09 19:13:10
198d82e095bb34f33adaea72cfd63885,4127cb95c20254485869d698037a3dfd,3,89.69999999999999,,2017-06-09 22:48:56
3deb7346dbaa00ea4431f0d97a6ce758,4127cb95c20254485869d698037a3dfd,1,26.0,,2017-06-09 22:48:58
7a490afdd127d5a584b98fd097425124,82cb8c783b1700af07ae77355cc81c70,1,89.9,,2017-06-09 22:59:40
20dba2f8adcb7effe9f8fd64c8818656,796214f3f3b496b3b116986185984393,2,116.4,,2017-06-10 00:06:36
4d91816c61cb9557eb207bcbf0929f44,ab0f956f72812ae4636be4e15b58031e,1,78.55,,2017-06-10 12:53:02
94e8d839953377c0025c4596afec9cc8,9c760a39c48113c1450dd5b65958d7fa,1,56.99,,2017-06-10 17:19:22
6ee93b768b2ece278852a25fecf3eb03,35b45b906d1450b3540dc96692f58583,2,207.94,,2017-06-10 18:08:15
c300acfe1a7f3217eda136d29dad508a,b0f47d39f0e55621071ec1e93ca6b74d,1,39.99,,2017-06-10 18:25:19
914b6a66a8869f4e544071994451822b,e64ab18890c89066fe47f8abbbf180de,1,93.0,,2017-06-10 19:03:03
8100c4de96dbf94a93a19c78c69a006d,f62d6572c9c25b3796d058d7b833f8b7,1,79.9,,2017-06-10 19:59:23
191fa27b2a907e113d60ddfd7dc29696,606441378b517f9eeb89f9154a1c4d4f,1,69.9,,2017-06-10 21:50:43
e4fbee33c090a0bb7899c33f71539524,606441378b517f9eeb89f9154a1c4d4f,1,103.99,,2017-06-10 21:50:44
5433a0ef395e151f154279cd3fcde661,952bdd2866ddfc528203799b6b7a24e1,1,139.9,,2017-06-11 05:05:03
ac00b2ff2ee93f4ac33b64cd6b656ab4,21559d7ff0ebff720e5e160184338fed,1,65.0,,2017-06-11 06:22:27
64bbe3a7dae1ea0dae5ac315fe779596,3bab949ef05da8e9b3cfd541b6af0ffd,1,69.9,,2017-06-11 12:44:42
2c9e6deaeeff1f3e721f241df5eabba0,3bab949ef05da8e9b3cfd541b6af0ffd,1,300.0,,2017-06-11 12:44:43
e7e81487cee935dda2f15d591657bab2,5a21363c92f912e70cb482c96bc03af3,1,166.6,,2017-06-11 13:21:04
c13d560f9544b046be2c188d33eccb2a,6e968652933d10e7a77047574d87e54a,1,43.92,,2017-06-11 16:26:59
9f98fbb9d688c4f3356987801b19286d,6e968652933d10e7a77047574d87e54a,1,44.9,,2017-06-11 16:37:43
e737af03de32cf2b9d013f5831754def,cd6c68c5fad15e0a5a5c1150546704e0,1,572.0,,2017-06-11 17:09:52
af74613502131dd6a43380df619a57ab,6668e1ae499e2e9be475b7f708580232,1,69.9,,2017-06-11 18:18:07
76cde6c8b0bcf5f39e166b9f645366b6,6668e1ae499e2e9be475b7f708580232,1,56.99,,2017-06-11 18:22:10
9e3da6194f6653e6809404d0804dd069,8ac0c45f8e89a3d25738b3700ee9e132,1,89.9,,2017-06-11 19:34:11
df4823465132ba0a127c5734847a3a3f,4f011f45db425dcd3be79d4c11e9ad05,1,153.0,,2017-06-11 22:05:06
698c205b3d4d82b6ddf90c51b96119f2,4c3d123168c78dcca6cde5a7274430a5,1,12.5,,2017-06-12 08:57:04
c36078aedc2e7cf1108ddc431667f517,a38b86dce31f7c014a0c958b548f6a64,1,129.99,,2017-06-12 11:39:00
c7331c9cf37d4a3f6b0fbf4bf4c543a8,87a7c3090f96d9da963125a0d7f8193a,1,11.9,,2017-06-12 16:40:45
9b05dfd13ccb8d6f602035dfafa632fc,6abc999251612920bec93b3be616fa1d,1,65.5,,2017-06-12 20:31:06
38c0ff8cba12452ea772d687ec01ad56,54c7b4f48fb9e911bf328bf9884ca61d,1,49.99,,2017-06-12 22:07:23
96c1db24eb404d9ef6d36ea064240fed,d2560fea402745a0f20f542f829c6109,1,13.98,,2017-06-12 23:43:30
f1340835d29043d62518455ea808c84e,0dd933d1e0253343083013791bf5d5e9,1,90.0,,2017-06-13 11:11:47
e8a2fe3e5e58d8ed9080188f35c108ef,3443f8095ad309eebbdc8caa8b2bf936,1,94.9,,2017-06-13 11:13:23
7f03a9c134207b5f149bfc911469608a,3be412c1321c061d6f85c5e41530ce2d,1,45.9,,2017-06-13 14:25:07
f432e55321dd8f944adae5d73f210af4,ad6347b3d1ee0be630742d96abcbd9bb,1,130.0,,2017-06-13 15:24:51
5123fb3580d7dd11bfd9c25321e43ed5,ad6347b3d1ee0be630742d96abcbd9bb,1,48.0,,2017-06-13 15:24:53
0f21631dd255a459deaaafb7a98600dd,8bc85b1061383d0dcd4e995a726da763,2,199.8,,2017-06-13 17:10:36
5784dd3f2dfc12119aa244a42ed18b9c,cb4253d36367737b6baa4f8ca58fac62,1,67.9,,2017-06-14 00:58:04
18448ffe871a865ac41ace28ce8e5079,0b18593e033697810a62a987e77f4b8c,1,59.9,,2017-06-14 06:49:48
c8eab0ccabe8cdfc2afce66c1c554ae2,b3ccfe9606744e8b2757954a125ea1a6,1,39.99,,2017-06-14 08:52:48
84152c38452eb1dec5ddae4198266724,b3ccfe9606744e8b2757954a125ea1a6,1,69.9,,2017-06-14 08:58:49
a947b36a514277825c11ad6c9bdf4b47,7cbf84875196ee1d04dc880ebbfaa7ef,2,197.8,,2017-06-14 18:14:55
77b062be7c5bd21712905feb8e1cfeed,e079b18794454de9d2be5c12b4392294,2,101.98,,2017-06-14 18:31:54
7e3fefb35b0b1d765a343618ca5d454c,e079b18794454de9d2be5c12b4392294,4,235.87,,2017-06-14 18:52:29
1e90a410c4be85320d64e5a0cbed9291,3b80d2592c113d689c05232eb90db0ff,1,29.9,,2017-06-14 19:49:48
700bf35cd16de6e4d5d1e6e023b0221d,bb58670190dba4e9b320f84cb98317a3,1,26.0,,2017-06-14 23:41:17
052b102ad85bbd141261bbb4ad13edfc,bb58670190dba4e9b320f84cb98317a3,1,26.0,,2017-06-14 23:43:18
b7fe42fc0d57642abd6b868ce754865c,bb58670190dba4e9b320f84cb98317a3,1,26.0,,2017-06-14 23:45:18
3b55f8bdca319d87fac505893a4a3440,818a54422350b38d3fb1cb3a1553889f,1,21.99,,2017-06-15 00:36:09
b0645176abf1df25bb73ba0afcc20be3,818a54422350b38d3fb1cb3a1553889f,1,21.99,,2017-06-15 01:15:36
7433b1786e1af2042c2c4c76d3e4b750,186e4b97d2704e8b76235b8d7c5d38ab,1,35.99,,2017-06-15 08:43:25
a4b276bd4a9eba543ec90cdf29a67308,186e4b97d2704e8b76235b8d7c5d38ab,1,69.9,,2017-06-15 08:53:26
c27cd942c2a926d25153090afa106ceb,b09f1bff1aff13c997af071602bc048b,4,158.96,,2017-06-15 14:26:01
a8db6b84057a7a3a8a38968f10853069,b09f1bff1aff13c997af071602bc048b,3,110.97,,2017-06-15 14:38:02
1ddc3d70dd69c4803ec86c7d987591e1,d7c6bdf20c4ec9c9cda815dde58e778a,1,19.99,,2017-06-15 16:46:30
574c4ecf7699daffc21fc04eb876b8a8,d7c6bdf20c4ec9c9cda815dde58e778a,1,59.99,,2017-06-15 16:46:30
f4f42b3e966b1ca5c443c6ce12dd6032,d270eb25f6d487d94778d358b01c651f,1,16.37,,2017-06-15 17:38:05
d2f5b152ffd674ba33f9e125cef56724,0ffc908947e1f0c9f17647058b9a58c2,1,214.99,,2017-06-15 22:49:09
4a81bd2160d16f8b9323ad482891284d,ac987d464574ee0f743f9b630f937a27,1,149.9,,2017-06-16 08:51:44
19f4c2e829ebee01e0d2a9ea2168929d,92fc4892f11581ee802e8e2fa4296433,1,89.99,,2017-06-16 21:47:18
c333fbd06019caef9160f4b7ab8547d1,92fc4892f11581ee802e8e2fa4296433,1,19.99,,2017-06-16 21:49:19
576adb3745bf32808dc8207fe39f8542,71d2dbb6d2f52d568ca9d69c815a4331,1,299.9,,2017-06-17 09:36:39
1697ab1c88a58d47fe0154b461397e19,fed2005ccab4fcf1a40ebdaff032a148,1,20.89,,2017-06-17 17:04:27
02b0bf9164ac7753f9880e46dba17f6c,fed2005ccab4fcf1a40ebdaff032a148,2,39.73,,2017-06-17 17:04:31
fa5f88521abe0927f354980a9648e15b,165d93a9d1da194b47da42c9cf810ebd,1,499.49,,2017-06-17 18:18:36
478427fc9787c3fe1edf66c81e466623,5ad96d7a95788923e8ff455366a90015,1,528.0,,2017-06-17 21:09:49
8a3756b420f3c23e6537a19e9d61a102,eb8367e178d144706a4ff3da62d284cb,1,42.99,,2017-06-17 23:03:05
517ff48f259d8b8c702398a25cbd5450,549a24530925587e2faddb35f667e458,1,189.9,,2017-06-18 09:58:41
2ccde1e4676c20b9444e2bcbed36334c,970e5961383615662043afa2d9c68802,1,119.99,,2017-06-18 10:24:32
76de574e14e58baded25a12dce8075c1,970e5961383615662043afa2d9c68802,1,89.0,,2017-06-18 10:26:33
4a335c9b6c47353962fc6f0b1911eb03,bfcdddab5a2fe5dd1d1b8330795f4061,1,167.99,,2017-06-18 13:02:08
2f78724a34b125e8d8a5f731116bc5ad,f596242db91986b554f25768577cd5be,1,19.99,,2017-06-18 14:32:38
3584549de22afd14085bbe571f04b456,da938ecdfde4d90f6c247bfa5233c66a,1,93.33,,2017-06-18 14:40:55
75107c0791f328a77ef65ab69646594e,c40b4a21d854ab194280dadc8998061f,1,119.9,,2017-06-18 14:46:09
388093f2361bae7f871b80bf9673e2ee,3871b0ab0166a2f441fa762f5206cacc,1,49.9,,2017-06-18 15:57:48
e23eaa3bc8275c392145e736dbdea275,055ec572ac7f3c7bdd04a183830ebe59,1,1999.99,,2017-06-18 17:22:09
e02dc68ec812b53123f583c142466f0f,0451ef5a31cea3e14ce02d768d7c9943,1,150.49,,2017-06-18 20:00:47
a0d3f54307b8ea12232f5036ed0346ce,67466b5877fad6f2279c1fb634c9aa5c,1,199.9,,2017-06-18 21:32:41
8ef17147aad160f7780239dcf0acb400,9dc44558922ff57d14d99f20d37f440f,2,80.0,,2017-06-18 22:01:51
dfa3653e86520b99a8a2dceed4362a7c,9dc44558922ff57d14d99f20d37f440f,2,45.8,,2017-06-18 22:03:52
ce2b4f2836d78829e4796213d536101e,012452d40dafae4df401bced74cdb490,1,97.9,,2017-06-18 22:46:42
369634708db140c5d2c4e365882c443a,8d50f5eadf50201ccdcedfb9e2ac8455,1,39.9,,2017-06-18 22:56:48
b9b426ab253dc328825da35f1bad83f9,4facc2e6fbc2bffab2fea92d2b4aa7e4,1,149.0,,2017-06-18 23:14:46
84d151f7573342933c5d715a7911895c,5908f8630bbd5a8d5984b25f85588168,1,130.0,,2017-06-18 23:41:52
9b53b66ca7d27b4c0ccf5ba89af00bd0,2d5e5796e7901464c00407e69739c6db,1,99.9,,2017-06-19 02:15:55
4a34792ebbc108e28a7d9cc2332ed0e1,58812bfc80ed972fa2e7f3614c0cd22e,1,39.99,,2017-06-19 08:18:34
e28b309a54ca704f4ef3c6fa95da3fb5,58812bfc80ed972fa2e7f3614c0cd22e,1,39.99,,2017-06-19 08:18:35
6808f7954e27254ceae6640f4e903775,f7d7fc0a59ef4363fdce6e3aa069d498,1,49.9,,2017-06-19 12:31:58
06de165212eea16e848d38f4392d5c11,99b8ee09d642ffedf091951a7235faa0,1,19.9,,2017-06-19 16:11:57
b97811f6db9883c21f70f10be990b22b,58075e17e770fc08571c3e0f452f6a11,2,97.34,,2017-06-19 16:56:09
fae7ec9e7beff1d7e8ba7161738e557f,1a15eecd72a08e1134ba406c7a7998e6,1,118.58,,2017-06-19 20:18:51
8ab698a9cb0d97ba97d4626a7534273e,1a15eecd72a08e1134ba406c7a7998e6,1,259.9,,2017-06-19 20:18:52
bc08ece5b2bd05996f24170097997d00,7599dea7f7520c8c37351721ad6870de,1,99.0,,2017-06-19 20:20:49
ad3054bbcea42d1843d313b93d64d717,e67af1efd445becc5019902668fe3218,1,59.9,,2017-06-19 20:22:26
84270b9b2f185170b4b29b448ef3a0cc,e67af1efd445becc5019902668fe3218,1,69.9,,2017-06-19 20:32:27
3003eed153ba33c08d9352250d65ba75,335be0ca4b7aa8578e364a76efd4da52,1,155.0,,2017-06-19 21:27:05
eef26c46e9fd031a373c429edc171b59,335be0ca4b7aa8578e364a76efd4da52,1,104.0,,2017-06-19 21:27:05
83cb604e747a6aacb0a7e425f0b21a77,39ce02a045b8e7b0329984df3109957b,1,49.0,,2017-06-19 22:37:10
56a699750378066e427e2feaaa048399,da29b8a3970adddb9ed2dc8a492065af,1,95.0,,2017-06-20 12:40:40
aea359f913e18f3bda3eb24a268b28f2,7395a64f37a30f9827ca4d8292b484e8,1,34.99,,2017-06-20 14:01:10
33bf2ecd9c887519e7c11288384fa270,ae207cf8119fd10e3b9ac24570089fad,1,139.9,,2017-06-20 14:02:23
4015f31ddb21f7ae83d72e00ef0bce97,8e0275b5c7fb6f05e312a1079a674410,1,184.9,,2017-06-20 14:40:03
4a38745716bb4884b76fd3a12ad5cdd2,ee04cc9bca4c9198bec5c54c2542dd3b,1,79.9,,2017-06-20 15:45:54
83ac7baaa477085adfafa311103efaf5,bfc84496b1100cbbd83a6f8087526168,1,99.0,,2017-06-20 18:52:33
025321e4e9674e090b7bc101f9c5ab5a,78e63ed7c16b6a93bfdcef66ad250a00,1,59.9,,2017-06-20 21:56:51
e05c05475cc96f65f8c34274398840d9,fbdd85f919749a8e7a1290c6452024e3,2,88.0,,2017-06-20 22:42:06
0c51cc0743219907058b0a266949d0a9,b39dde6dd619943190a8cc9aa6db38a4,1,35.9,,2017-06-21 14:59:31
bec49fb7d032cc8a815d4135551a98e5,233c8f191c45cef30af148a82ac70020,1,75.0,,2017-06-21 22:15:53
dc8155452b97affece4c5a698beb11f6,46da36c3df7118852b770394d1ba2be5,1,41.9,,2017-06-22 01:20:28
95f9d289eb0d1034066dbe1638e696f7,18d61a27f478cd6201df948578f814f9,1,39.9,,2017-06-22 10:53:49
fd1c3bee1ee3b10e9f65bd92b3ebba38,63cfc61cee11cbe306bff5857d00bfe4,1,103.97,,2017-06-22 13:35:21
6b1d0be1d67ed935bcaab8aa908f2b3e,374fcbbfcf189ae177b2f955f9e74b3d,1,13.9,,2017-06-22 15:16:23
5cfaa2e60887ab4aed7d4e637efe2156,c76dbe63126a89c815fe9716acfdb4a1,1,32.9,,2017-06-22 19:08:00
0743b54da8ffd8f7f9fe79fcaf006000,acc374bd9024806a83121b1d2565db2f,1,115.0,,2017-06-22 19:51:20
2956c3060085d849e6c81602a6e99eff,4b384b778ebc0449d0244902bfce7beb,1,52.3,,2017-06-22 20:05:39
f380a3a29b8b454d07e134ad890c93b3,ea4dce18a6994b1e69f0bc8093cfe869,1,15.5,,2017-06-22 22:30:56
7005da65f15cb4565505a05bbc8dee3e,ea4dce18a6994b1e69f0bc8093cfe869,2,79.8,,2017-06-22 22:30:56
7477cb986eef32aa23035fdd22ed27d8,8597b390850fe72e108d53f42ca64846,1,142.0,,2017-06-22 22:41:57
c7af2f59ff42f4410a1739111dbea489,233c8f191c45cef30af148a82ac70020,1,75.0,,2017-06-23 07:59:39
096b267153128e0d7f9e593bba803956,81b133c3f4e30a14a6585a2f20ff150f,1,69.9,,2017-06-23 08:45:21
5af38cdf3451e948f042e40336b0082e,81b133c3f4e30a14a6585a2f20ff150f,1,69.9,,2017-06-23 08:45:22
cdaa50d46a294c97f8505c6ac6145e23,50a662e7d7e7e2a94112a4f15a37464e,1,220.0,,2017-06-23 10:13:05
d63f6af53a35a1d7e6a58ec09548b9ed,6d3d5771a12f5e7d00729f940bb28fd2,1,89.0,,2017-06-23 10:38:23
982fdef4d624e5de5ab3906bee28fba6,6eb453dca2505def092eb261e3a3d8d0,1,59.9,,2017-06-23 13:00:47
bed231219468923a99e746ad42b9ac8c,9fe8cb705d35cf54025160f9f01b7cc4,1,64.9,,2017-06-23 20:47:50
e4e7ac3eab5f637e1bbe465706a9e806,2b775b75afa0be08220fb73a7e68df3b,1,54.99,,2017-06-23 21:39:52
932024863e3e5b0786812de5188d8ada,a43931660f8bbcc1c64db8ddf4b10dff,1,74.9,,2017-06-24 10:13:58
7aa979e2fd1c3284a815de85753464cb,ba54ee5be417c0558c060a3186451248,1,180.0,,2017-06-24 11:20:04
4277cbafe32b1c895956bfca7cbdcc69,59bba92de9b8f6be0808e4d9d64b4b43,1,89.99,,2017-06-24 13:25:58
284d6741506f9b2791aacfb14b53c525,59bba92de9b8f6be0808e4d9d64b4b43,1,89.9,,2017-06-24 13:43:54
84d54e2fe6fc76e34d897b32c59dd75d,4e65032f1f574189fb793bac5a867bbc,1,3.49,,2017-06-24 16:20:33
2256d7dbbecb2b03c2cb4423793570a1,43255e3df6cda368809baa2fc72872c8,1,22.9,,2017-06-24 19:15:09
b92a9a9fbd2f4a946db856d466ef4e5a,e45b0c7dd75287df589a26fdb7c2fcaf,1,38.97,,2017-06-25 11:57:31
f96344495ad4aa6c46d0b40c3b6e4424,67fcfe4915b93624867d350b8191ff7b,1,19.99,,2017-06-25 13:48:09
b243fa91a6213ff97cc5ebdfb8e30a65,67fcfe4915b93624867d350b8191ff7b,1,34.99,,2017-06-25 13:48:10
8f32ee82ea0fe678bd4aae681f1637cc,51c2f039f08424330a6bbba4c9949d98,1,229.99,,2017-06-25 16:16:00
86c4303307d8b4c57e6359d46e938407,51c2f039f08424330a6bbba4c9949d98,1,49.9,,2017-06-25 16:16:00
6a828279d73f18174dd3b9c653d5213d,82cb8c783b1700af07ae77355cc81c70,1,14.9,,2017-06-25 17:54:26
a470178a33b34c1e9a3f2eaafff55763,1af3dcbc89998031651925e3994eab18,1,56.0,,2017-06-25 21:23:59
f244841f5a461472de8de82f023b1371,c4d9ec8c227594222eedd980cb28a6f4,1,94.9,,2017-06-25 22:22:30
420ab5f8b0999c674c7438c38ecdda17,c4d9ec8c227594222eedd980cb28a6f4,1,109.9,,2017-06-25 22:22:31
70e6517f1dbbc45684b77b43123539be,8fdb30046559b506b2ea1588cdfded0d,1,39.9,,2017-06-25 23:10:29
b5344f6243a17061047a98e502ca5152,d4bfdb188411b1d1fdd0a66e8017e8b4,1,115.0,,2017-06-26 10:15:09
164ed456436d367ddcb008d361c1955f,d4bfdb188411b1d1fdd0a66e8017e8b4,1,159.9,,2017-06-26 10:15:11
d78c16f09da03410837a551a09a4bf64,5b2c2b2a8d9e890debe309928d321f20,1,29.9,,2017-06-26 11:44:18
42ae1967f68c90bb325783ac55d761ce,5b2c2b2a8d9e890debe309928d321f20,1,119.9,,2017-06-26 11:44:22
f6f0b2497c5a4ca89670186757ab2684,d7c6335139cb055ed0ce1125ddc788d8,1,65.0,,2017-06-26 12:23:32
acafc483caca0c28cef0ad651d6bb9fc,dc591097f939fa6a57749d030d937500,3,521.81,,2017-06-26 16:32:20
be97182751bed153d280411feff5dd3d,dc591097f939fa6a57749d030d937500,1,170.7,,2017-06-26 16:32:23
8ef805f6b95cf7f7e95c49e91050920a,45ca4053806ecd0f595c633184e0ff61,1,149.0,,2017-06-26 17:43:29
c76fd77e58c85590b4bd502a69c87913,8c8bc67c372d5c409fbf1a340205ddca,1,59.99,,2017-06-27 10:43:17
86ed1f35a1297fcd9ac0f8cefd187fa1,6e1512c1c3221bd24fa4848202727ab3,1,99.99,,2017-06-27 11:17:51
c7ac3cdb8e2ff8a57c503de24f1434fe,50a662e7d7e7e2a94112a4f15a37464e,1,179.9,,2017-06-27 11:18:05
d899038e9957d3d2f73bf50547f78d04,ab0f956f72812ae4636be4e15b58031e,1,11.9,,2017-06-27 11:20:27
f45c2739157a61ee8da5724e961a227e,17a2d93cb1aab45e3d21d5eba7daaed2,1,195.5,,2017-06-27 11:21:39
7e2069a34a1e7ea08313482266b88256,8f9f1a0464f6ab0e25650be9849b086d,1,199.9,,2017-06-27 15:12:12
8ff63166365b5335a836e2e7be70eeea,20282afdbe6cf22d5f5a956d8b5a3f78,1,47.99,,2017-06-27 21:00:18
