K_Delivery_Address,K_Member,Country,T_Start,T_End,City,Zip_Code
1604,13950,United Kingdom,2011-07-04 11:29:00,,,
1605,13951,United Kingdom,2011-02-18 15:21:00,,,
1606,13952,United Kingdom,2009-12-16 09:41:00,,,
1607,13953,United Kingdom,2009-11-12 12:58:00,,,
1608,13954,United Kingdom,2011-09-30 10:52:00,,,
1609,13955,United Kingdom,2010-11-29 17:35:00,,,
1610,13956,United Kingdom,2011-03-13 12:51:00,,,
1611,13957,United Kingdom,2010-02-19 10:32:00,,,
1612,13958,United Kingdom,2009-05-12 13:12:00,,,
1613,13959,United Kingdom,2010-07-16 15:11:00,,,
1614,13960,United Kingdom,2011-09-29 12:39:00,,,
1615,13961,United Kingdom,2010-12-11 14:40:00,,,
1616,13962,United Kingdom,2010-09-30 10:35:00,,,
1617,13963,United Kingdom,2010-04-21 16:20:00,,,
1618,13964,United Kingdom,2010-05-10 12:38:00,,,
1619,13965,United Kingdom,2010-05-01 15:21:00,,,
1620,13966,United Kingdom,2010-09-30 13:08:00,,,
1621,13967,United Kingdom,2010-08-11 13:24:00,,,
1622,13968,United Kingdom,2010-12-10 13:22:00,,,
1623,13969,United Kingdom,2010-03-25 13:15:00,,,
1624,13970,United Kingdom,2010-09-28 11:53:00,,,
1625,13971,United Kingdom,2010-01-26 09:51:00,,,
1626,13972,United Kingdom,2011-05-22 11:34:00,,,
1627,13973,United Kingdom,2011-02-25 15:21:00,,,
1628,13974,United Kingdom,2010-06-05 17:55:00,,,
1629,13975,United Kingdom,2010-02-02 13:13:00,,,
1630,13976,United Kingdom,2010-09-02 13:08:00,,,
1631,13977,United Kingdom,2010-10-24 14:08:00,,,
1632,13978,United Kingdom,2011-10-25 15:04:00,,,
1633,13979,United Kingdom,2009-03-12 10:02:00,,,
1634,13980,United Kingdom,2010-02-21 14:18:00,,,
1635,13981,United Kingdom,2010-10-20 10:03:00,,,
1636,13982,United Kingdom,2010-01-20 14:04:00,,,
1637,13983,United Kingdom,2009-09-12 13:53:00,,,
1638,13984,United Kingdom,2009-07-12 11:51:00,,,
1639,13985,United Kingdom,2010-09-02 13:56:00,,,
1640,13986,United Kingdom,2011-11-22 15:00:00,,,
1641,13987,United Kingdom,2010-04-11 09:54:00,,,
1642,13988,United Kingdom,2010-03-24 11:05:00,,,
1643,13989,United Kingdom,2010-05-25 12:13:00,,,
1644,13990,United Kingdom,2011-10-05 15:19:00,,,
1645,13991,United Kingdom,2011-07-19 12:58:00,,,
1646,13992,United Kingdom,2010-02-09 17:04:00,,,
1647,13993,United Kingdom,2009-03-12 11:57:00,,,
1648,13994,United Kingdom,2011-07-14 18:28:00,,,
1649,13995,United Kingdom,2009-12-18 12:43:00,,,
1650,13996,United Kingdom,2010-05-11 15:07:00,,,
1651,13997,United Kingdom,2010-07-06 17:33:00,,,
1652,13998,United Kingdom,2010-12-05 13:18:00,,,
1653,13999,United Kingdom,2009-05-12 12:42:00,,,
1654,14000,United Kingdom,2009-02-12 09:50:00,,,
1655,14001,United Kingdom,2010-03-08 12:49:00,,,
1656,14002,United Kingdom,2011-06-07 14:59:00,,,
1657,14003,United Kingdom,2009-07-12 08:53:00,,,
1658,14004,United Kingdom,2010-09-30 09:39:00,,,
1659,14005,United Kingdom,2011-08-05 10:33:00,,,
1660,14006,United Kingdom,2010-02-25 09:45:00,,,
1661,14007,United Kingdom,2010-07-15 09:06:00,,,
1662,14008,United Kingdom,2010-03-10 13:09:00,,,
1663,14009,United Kingdom,2010-03-09 12:08:00,,,
1664,14010,United Kingdom,2010-05-23 12:46:00,,,
1665,14011,United Kingdom,2010-11-04 13:40:00,,,
1666,14012,United Kingdom,2011-07-03 12:26:00,,,
1667,14013,United Kingdom,2010-03-26 10:02:00,,,
1668,14014,United Kingdom,2010-12-05 09:04:00,,,
1669,14015,United Kingdom,2011-10-18 10:02:00,,,
1670,14016,EIRE,2010-08-01 14:12:00,,,
1671,14017,United Kingdom,2010-05-17 14:52:00,,,
1672,14018,United Kingdom,2010-04-03 14:23:00,,,
1673,14019,United Kingdom,2011-07-24 15:39:00,,,
1674,14020,United Kingdom,2010-06-28 15:29:00,,,
1675,14021,United Kingdom,2010-04-26 11:22:00,,,
1676,14022,United Kingdom,2010-10-08 09:38:00,,,
1677,14023,United Kingdom,2011-03-04 15:50:00,,,
1678,14024,United Kingdom,2010-11-14 10:51:00,,,
1679,14025,United Kingdom,2010-05-05 09:56:00,,,
1680,14026,United Kingdom,2010-03-24 14:10:00,,,
1681,14027,United Kingdom,2011-10-10 09:01:00,,,
1682,14028,United Kingdom,2010-07-06 12:02:00,,,
1683,14029,United Kingdom,2011-07-18 16:57:00,,,
1684,14030,United Kingdom,2009-10-12 17:27:00,,,
1685,14031,United Kingdom,2009-03-12 15:35:00,,,
1686,14032,United Kingdom,2009-12-14 12:02:00,,,
1687,14033,United Kingdom,2010-02-06 15:10:00,,,
1688,14034,United Kingdom,2011-05-07 13:06:00,,,
1689,14035,United Kingdom,2010-06-04 12:39:00,,,
1690,14036,United Kingdom,2011-02-28 09:26:00,,,
1691,14037,United Kingdom,2009-07-12 11:39:00,,,
1692,14038,United Kingdom,2010-04-02 08:56:00,,,
1693,14039,United Kingdom,2010-05-13 10:15:00,,,
1694,14040,United Kingdom,2009-01-12 12:14:00,,,
1695,14041,United Kingdom,2011-03-18 13:25:00,,,
1696,14042,United Kingdom,2009-12-14 15:07:00,,,
1697,14043,United Kingdom,2009-10-12 15:56:00,,,
1698,14044,United Kingdom,2010-01-24 15:14:00,,,
1699,14045,United Kingdom,2010-08-01 10:08:00,,,
1700,14046,United Kingdom,2011-02-28 14:48:00,,,
1701,14047,United Kingdom,2010-01-02 10:05:00,,,
1702,14048,United Kingdom,2010-11-22 14:08:00,,,
1703,14049,United Kingdom,2010-01-04 14:52:00,,,
1704,14050,United Kingdom,2011-08-25 13:46:00,,,
1705,14051,United Kingdom,2009-03-12 11:53:00,,,
1706,14052,United Kingdom,2010-11-14 11:37:00,,,
1707,14053,United Kingdom,2010-10-08 11:02:00,,,
1708,14054,United Kingdom,2011-05-10 15:49:00,,,
1709,14055,United Kingdom,2009-12-16 15:11:00,,,
1710,14056,United Kingdom,2011-02-28 15:19:00,,,
1711,14057,United Kingdom,2009-03-12 13:17:00,,,
1712,14058,United Kingdom,2010-06-27 11:29:00,,,
1713,14059,United Kingdom,2011-03-18 10:06:00,,,
1714,14060,United Kingdom,2010-11-03 09:47:00,,,
1715,14061,United Kingdom,2009-01-12 18:03:00,,,
1716,14062,United Kingdom,2009-10-12 14:28:00,,,
1717,14063,United Kingdom,2009-08-12 13:46:00,,,
1718,14064,United Kingdom,2010-01-21 13:22:00,,,
1719,14065,United Kingdom,2010-04-10 12:03:00,,,
1720,14066,United Kingdom,2011-03-18 12:21:00,,,
1721,14067,United Kingdom,2011-04-09 12:00:00,,,
1722,14068,United Kingdom,2010-01-31 10:10:00,,,
1723,14069,United Kingdom,2010-05-27 12:30:00,,,
1724,14070,United Kingdom,2010-01-24 12:27:00,,,
1725,14071,United Kingdom,2011-03-20 11:33:00,,,
1726,14072,United Kingdom,2010-11-02 12:31:00,,,
1727,14073,United Kingdom,2011-07-11 15:49:00,,,
1728,14074,United Kingdom,2010-03-26 13:55:00,,,
1729,14075,United Kingdom,2010-08-26 13:42:00,,,
1730,14076,United Kingdom,2011-02-08 15:19:00,,,
1731,14077,United Kingdom,2010-09-11 16:01:00,,,
1732,14078,United Kingdom,2010-03-28 15:05:00,,,
1733,14079,United Kingdom,2011-07-08 12:10:00,,,
1734,14080,United Kingdom,2009-02-12 15:01:00,,,
1735,14081,United Kingdom,2009-10-12 18:27:00,,,
1736,14082,United Kingdom,2010-12-11 11:47:00,,,
1737,14083,United Kingdom,2009-12-18 11:34:00,,,
1738,14084,United Kingdom,2010-07-15 14:36:00,,,
1739,14085,United Kingdom,2009-08-12 13:41:00,,,
1740,14086,United Kingdom,2010-03-09 10:52:00,,,
1741,14087,United Kingdom,2009-04-12 15:27:00,,,
1742,14088,United Kingdom,2010-10-14 19:46:00,,,
1743,14089,United Kingdom,2011-10-14 10:38:00,,,
1744,14090,United Kingdom,2011-01-19 10:51:00,,,
1745,14091,United Kingdom,2010-10-01 13:41:00,,,
1746,14092,United Kingdom,2009-12-16 16:24:00,,,
1747,14093,United Kingdom,2011-11-27 16:27:00,,,
1748,14094,United Kingdom,2010-09-26 11:58:00,,,
1749,14095,United Kingdom,2009-12-17 12:49:00,,,
1750,14096,United Kingdom,2011-08-30 10:49:00,,,
1751,14097,United Kingdom,2010-04-03 10:46:00,,,
1752,14098,United Kingdom,2011-03-11 10:13:00,,,
1753,14099,United Kingdom,2009-10-12 11:55:00,,,
1754,14100,United Kingdom,2011-07-25 11:01:00,,,
1755,14101,United Kingdom,2010-03-28 13:36:00,,,
1756,14102,United Kingdom,2011-10-26 12:46:00,,,
1757,14104,United Kingdom,2010-05-28 16:11:00,,,
1758,14105,United Kingdom,2009-12-18 16:57:00,,,
1759,14106,United Kingdom,2009-02-12 14:09:00,,,
1760,14107,United Kingdom,2009-09-12 14:20:00,,,
1761,14108,United Kingdom,2009-01-12 18:07:00,,,
1762,14109,United Kingdom,2011-09-28 10:18:00,,,
1763,14110,United Kingdom,2009-01-12 09:50:00,,,
1764,14111,United Kingdom,2011-12-04 11:36:00,,,
1765,14112,United Kingdom,2010-02-23 14:16:00,,,
1766,14113,United Kingdom,2009-08-12 07:42:00,,,
1767,14114,United Kingdom,2010-12-04 11:07:00,,,
1768,14115,United Kingdom,2010-11-02 11:44:00,,,
1769,14116,United Kingdom,2011-10-08 12:44:00,,,
1770,14117,United Kingdom,2011-07-19 09:49:00,,,
1771,14118,United Kingdom,2010-07-10 11:59:00,,,
1772,14119,United Kingdom,2009-12-21 14:52:00,,,
1773,14121,United Kingdom,2011-11-10 10:39:00,,,
1774,14122,United Kingdom,2009-02-12 14:22:00,,,
1775,14123,United Kingdom,2009-06-12 15:35:00,,,
1776,14124,United Kingdom,2011-09-16 13:32:00,,,
1777,14125,United Kingdom,2011-09-22 15:40:00,,,
1778,14126,United Kingdom,2010-09-21 14:51:00,,,
1779,14127,United Kingdom,2010-10-10 11:53:00,,,
1780,14128,United Kingdom,2010-06-06 14:05:00,,,
1781,14129,United Kingdom,2010-09-05 14:54:00,,,
1782,14130,United Kingdom,2009-11-12 16:33:00,,,
1783,14131,United Kingdom,2010-01-03 11:59:00,,,
1784,14132,United Kingdom,2011-09-06 12:04:00,,,
1785,14133,United Kingdom,2009-06-12 12:10:00,,,
1786,14134,United Kingdom,2009-10-12 09:25:00,,,
1787,14135,United Kingdom,2009-02-12 08:58:00,,,
1788,14136,United Kingdom,2009-08-12 09:19:00,,,
1789,14137,United Kingdom,2010-01-13 12:30:00,,,
1790,14138,United Kingdom,2011-07-10 09:38:00,,,
1791,14139,United Kingdom,2010-06-15 09:17:00,,,
1792,14140,United Kingdom,2011-08-11 11:20:00,,,
1793,14141,United Kingdom,2011-08-26 14:40:00,,,
1794,14142,United Kingdom,2010-03-03 15:13:00,,,
1795,14143,United Kingdom,2011-07-29 09:48:00,,,
1796,14144,United Kingdom,2010-10-08 15:17:00,,,
1797,14145,United Kingdom,2010-08-04 09:47:00,,,
1798,14146,United Kingdom,2010-01-13 16:04:00,,,
1799,14147,United Kingdom,2010-09-03 13:43:00,,,
1800,14148,United Kingdom,2010-10-21 14:08:00,,,
1801,14149,United Kingdom,2011-03-05 09:44:00,,,
1802,14150,United Kingdom,2010-12-15 10:04:00,,,
1803,14151,United Kingdom,2009-12-23 10:54:00,,,
1804,14152,United Kingdom,2010-02-18 13:57:00,,,
1805,14153,United Kingdom,2010-08-13 14:35:00,,,
1806,14154,United Kingdom,2010-01-13 12:47:00,,,
1807,14155,United Kingdom,2011-03-18 14:13:00,,,
1808,14156,EIRE,2009-01-12 12:30:00,,,
1809,14157,United Kingdom,2010-03-03 16:49:00,,,
1810,14158,United Kingdom,2011-10-30 15:08:00,,,
1811,14159,United Kingdom,2009-03-12 12:31:00,,,
1812,14160,United Kingdom,2010-10-01 12:06:00,,,
1813,14161,United Kingdom,2009-12-13 11:46:00,,,
1814,14162,United Kingdom,2011-02-20 12:32:00,,,
1815,14163,United Kingdom,2010-03-09 17:15:00,,,
1816,14164,United Kingdom,2011-09-20 12:18:00,,,
1817,14165,United Kingdom,2011-09-03 12:39:00,,,
1818,14166,United Kingdom,2010-03-23 15:10:00,,,
1819,14167,United Kingdom,2010-01-27 16:07:00,,,
1820,14168,United Kingdom,2010-05-24 12:28:00,,,
1821,14169,United Kingdom,2010-09-21 13:39:00,,,
1822,14170,United Kingdom,2010-09-11 14:06:00,,,
1823,14171,United Kingdom,2009-09-12 13:50:00,,,
1824,14172,United Kingdom,2010-07-03 10:58:00,,,
1825,14173,United Kingdom,2009-09-12 12:46:00,,,
1826,14174,United Kingdom,2011-06-11 13:17:00,,,
1827,14175,United Kingdom,2010-03-22 10:43:00,,,
1828,14176,United Kingdom,2010-11-23 13:21:00,,,
1829,14177,United Kingdom,2010-02-26 11:59:00,,,
1830,14178,United Kingdom,2011-10-06 12:51:00,,,
1831,14179,United Kingdom,2011-10-18 14:00:00,,,
1832,14180,United Kingdom,2010-09-06 14:56:00,,,
1833,14181,United Kingdom,2010-05-26 12:32:00,,,
1834,14182,United Kingdom,2010-04-22 15:36:00,,,
1835,14183,United Kingdom,2010-08-15 15:36:00,,,
1836,14184,United Kingdom,2011-04-10 12:43:00,,,
1837,14185,United Kingdom,2011-12-01 13:52:00,,,
1838,14186,United Kingdom,2010-05-03 11:17:00,,,
1839,14187,United Kingdom,2010-08-23 12:06:00,,,
1840,14188,United Kingdom,2011-02-02 13:46:00,,,
1841,14189,United Kingdom,2010-11-16 09:28:00,,,
1842,14190,United Kingdom,2010-11-02 14:27:00,,,
1843,14191,United Kingdom,2009-11-12 10:48:00,,,
1844,14192,United Kingdom,2010-11-16 17:44:00,,,
1845,14193,United Kingdom,2010-08-11 12:31:00,,,
1846,14194,United Kingdom,2010-06-01 12:16:00,,,
1847,14195,United Kingdom,2010-03-15 17:12:00,,,
1848,14196,United Kingdom,2011-08-25 10:25:00,,,
1849,14197,United Kingdom,2010-10-25 10:01:00,,,
1850,14198,United Kingdom,2010-05-01 10:07:00,,,
1851,14199,United Kingdom,2010-06-27 12:13:00,,,
1852,14200,United Kingdom,2010-01-04 13:01:00,,,
1853,14201,United Kingdom,2010-04-30 13:00:00,,,
1854,14202,United Kingdom,2010-03-25 10:36:00,,,
1855,14203,United Kingdom,2010-07-11 13:35:00,,,
1856,14204,United Kingdom,2009-02-12 13:26:00,,,
1857,14205,United Kingdom,2010-07-03 12:20:00,,,
1858,14206,United Kingdom,2010-02-11 11:37:00,,,
1859,14207,United Kingdom,2010-01-21 09:33:00,,,
1860,14208,United Kingdom,2010-06-06 13:11:00,,,
1861,14209,United Kingdom,2010-01-22 10:28:00,,,
1862,14210,United Kingdom,2010-06-01 10:17:00,,,
1863,14211,United Kingdom,2009-09-12 12:48:00,,,
1864,14212,United Kingdom,2010-09-20 11:48:00,,,
1865,14213,United Kingdom,2010-10-31 10:37:00,,,
1866,14214,United Kingdom,2011-07-03 12:26:00,,,
1867,14215,United Kingdom,2009-08-12 09:35:00,,,
1868,14216,United Kingdom,2010-10-21 15:07:00,,,
1869,14217,United Kingdom,2010-06-30 12:54:00,,,
1870,14218,United Kingdom,2011-10-28 10:00:00,,,
1871,14219,United Kingdom,2010-03-08 14:42:00,,,
1872,14220,United Kingdom,2010-05-19 13:26:00,,,
1873,14221,United Kingdom,2010-06-04 14:10:00,,,
1874,14222,United Kingdom,2011-06-15 16:42:00,,,
1875,14223,United Kingdom,2011-03-20 16:02:00,,,
1876,14224,United Kingdom,2010-06-13 13:46:00,,,
1877,14225,United Kingdom,2010-12-01 15:02:00,,,
1878,14226,United Kingdom,2010-09-24 14:32:00,,,
1879,14227,United Kingdom,2010-08-02 09:38:00,,,
1880,14228,United Kingdom,2010-11-06 12:29:00,,,
1881,14229,United Kingdom,2010-08-25 11:47:00,,,
1882,14230,United Kingdom,2010-09-06 13:56:00,,,
1883,14231,United Kingdom,2010-09-15 09:52:00,,,
1884,14232,United Kingdom,2011-03-20 12:44:00,,,
1885,14233,United Kingdom,2010-05-03 16:35:00,,,
1886,14234,United Kingdom,2011-10-13 13:58:00,,,
1887,14235,United Kingdom,2010-03-30 13:36:00,,,
1888,14236,United Kingdom,2010-07-22 14:27:00,,,
1889,14237,United Kingdom,2010-04-28 10:04:00,,,
1890,14238,United Kingdom,2009-05-12 10:58:00,,,
1891,14239,United Kingdom,2009-05-12 12:36:00,,,
1892,14240,United Kingdom,2010-12-10 12:48:00,,,
1893,14241,United Kingdom,2010-12-01 15:11:00,,,
1894,14242,United Kingdom,2011-01-18 08:53:00,,,
1895,14243,United Kingdom,2010-08-20 13:41:00,,,
1896,14244,United Kingdom,2010-02-17 11:40:00,,,
1897,14245,United Kingdom,2011-03-21 10:41:00,,,
1898,14246,United Kingdom,2011-08-04 08:25:00,,,
1899,14247,United Kingdom,2010-06-06 15:07:00,,,
1900,14248,United Kingdom,2010-12-07 14:27:00,,,
1901,14249,United Kingdom,2010-01-29 14:21:00,,,
1902,14250,United Kingdom,2011-11-09 13:44:00,,,
1903,14251,United Kingdom,2011-10-13 12:46:00,,,
1904,14252,United Kingdom,2010-11-23 13:36:00,,,
1905,14253,United Kingdom,2010-03-26 15:08:00,,,
1906,14254,United Kingdom,2010-03-10 11:52:00,,,
1907,14256,United Kingdom,2010-01-14 10:35:00,,,
1908,14257,United Kingdom,2010-01-03 15:36:00,,,
1909,14258,United Kingdom,2009-04-12 08:36:00,,,
1910,14259,United Kingdom,2011-07-21 10:44:00,,,
1911,14260,United Kingdom,2010-09-06 11:23:00,,,
1912,14261,United Kingdom,2011-09-22 10:47:00,,,
1913,14262,United Kingdom,2011-04-13 12:23:00,,,
1914,14263,United Kingdom,2010-12-10 14:09:00,,,
1915,14264,United Kingdom,2010-07-04 13:21:00,,,
1916,14265,Unspecified,2010-06-04 14:39:00,,,
1917,14266,United Kingdom,2010-07-10 13:32:00,,,
1918,14267,United Kingdom,2011-03-24 11:38:00,,,
1919,14268,United Kingdom,2010-08-26 10:45:00,,,
1920,14269,United Kingdom,2010-09-26 12:53:00,,,
1921,14270,United Kingdom,2011-12-01 09:33:00,,,
1922,14271,United Kingdom,2010-10-26 17:01:00,,,
1923,14272,United Kingdom,2010-06-05 14:01:00,,,
1924,14273,United Kingdom,2011-11-04 13:24:00,,,
1925,14274,United Kingdom,2010-01-22 12:51:00,,,
1926,14275,United Kingdom,2010-11-04 12:32:00,,,
1927,14276,United Kingdom,2010-02-17 13:10:00,,,
1928,14277,France,2009-12-13 15:43:00,,,
1929,14278,United Kingdom,2010-10-26 12:07:00,,,
1930,14279,United Kingdom,2010-01-27 16:34:00,,,
1931,14280,United Kingdom,2011-05-27 10:37:00,,,
1932,14281,United Kingdom,2010-10-27 14:45:00,,,
1933,14282,United Kingdom,2010-02-15 11:22:00,,,
1934,14283,United Kingdom,2010-05-19 12:22:00,,,
1935,14284,United Kingdom,2010-02-24 12:06:00,,,
1936,14285,United Kingdom,2009-08-12 14:13:00,,,
1937,14286,United Kingdom,2009-04-12 08:40:00,,,
1938,14287,United Kingdom,2011-05-25 11:41:00,,,
1939,14288,United Kingdom,2011-10-05 13:22:00,,,
1940,14289,United Kingdom,2011-02-23 12:33:00,,,
1941,14290,United Kingdom,2009-08-12 11:44:00,,,
1942,14291,United Kingdom,2009-09-12 10:46:00,,,
1943,14292,United Kingdom,2010-03-19 11:10:00,,,
1944,14293,United Kingdom,2009-10-12 10:57:00,,,
1945,14294,United Kingdom,2010-10-28 16:25:00,,,
1946,14295,United Kingdom,2009-09-12 13:06:00,,,
1947,14296,United Kingdom,2010-05-14 14:34:00,,,
1948,14297,United Kingdom,2011-10-03 08:31:00,,,
1949,14298,United Kingdom,2009-11-12 13:49:00,,,
1950,14299,United Kingdom,2009-02-12 10:58:00,,,
1951,14300,United Kingdom,2011-11-21 08:57:00,,,
1952,14301,United Kingdom,2010-11-02 13:07:00,,,
1953,14302,United Kingdom,2009-02-12 08:16:00,,,
1954,14303,United Kingdom,2010-01-10 10:31:00,,,
1955,14304,United Kingdom,2010-05-18 10:50:00,,,
1956,14305,United Kingdom,2011-07-27 14:14:00,,,
1957,14306,United Kingdom,2010-01-31 13:42:00,,,
1958,14307,United Kingdom,2009-07-12 13:06:00,,,
1959,14309,United Kingdom,2010-07-06 10:24:00,,,
1960,14310,United Kingdom,2010-03-10 12:34:00,,,
1961,14311,United Kingdom,2010-05-21 10:28:00,,,
1962,14312,United Kingdom,2010-07-23 15:05:00,,,
1963,14314,United Kingdom,2010-05-10 08:00:00,,,
1964,14315,United Kingdom,2010-03-15 12:49:00,,,
1965,14316,United Kingdom,2010-03-19 15:18:00,,,
1966,14317,United Kingdom,2011-06-10 10:44:00,,,
1967,14318,United Kingdom,2010-05-09 15:32:00,,,
1968,14319,United Kingdom,2010-11-10 13:38:00,,,
1969,14320,United Kingdom,2010-01-21 11:44:00,,,
1970,14321,United Kingdom,2010-08-23 12:56:00,,,
1971,14322,United Kingdom,2010-02-18 08:49:00,,,
1972,14323,United Kingdom,2011-04-15 11:44:00,,,
1973,14324,United Kingdom,2010-01-15 13:31:00,,,
1974,14325,United Kingdom,2010-05-19 09:20:00,,,
1975,14326,United Kingdom,2010-06-25 12:10:00,,,
1976,14327,United Kingdom,2010-08-01 14:04:00,,,
1977,14329,United Kingdom,2009-12-16 15:31:00,,,
1978,14330,United Kingdom,2010-03-26 09:10:00,,,
1979,14331,United Kingdom,2011-07-27 15:14:00,,,
1980,14332,United Kingdom,2010-10-19 13:01:00,,,
1981,14333,United Kingdom,2011-03-10 10:38:00,,,
1982,14334,United Kingdom,2010-05-20 10:04:00,,,
1983,14335,Germany,2011-04-09 13:07:00,,,
1984,14336,United Kingdom,2011-08-03 16:48:00,,,
1985,14338,United Kingdom,2010-06-21 10:32:00,,,
1986,14339,United Kingdom,2010-07-10 08:50:00,,,
1987,14340,United Kingdom,2011-05-05 09:44:00,,,
1988,14341,United Kingdom,2009-01-12 12:20:00,,,
1989,14342,United Kingdom,2010-08-24 13:03:00,,,
1990,14343,United Kingdom,2010-01-18 16:47:00,,,
1991,14344,United Kingdom,2010-03-23 15:47:00,,,
1992,14345,United Kingdom,2011-01-11 09:51:00,,,
1993,14346,United Kingdom,2010-07-30 10:44:00,,,
1994,14347,United Kingdom,2009-03-12 10:49:00,,,
1995,14348,United Kingdom,2011-03-24 16:23:00,,,
1996,14349,United Kingdom,2011-11-29 15:39:00,,,
1997,14350,United Kingdom,2010-05-10 15:52:00,,,
1998,14351,United Kingdom,2011-06-28 11:56:00,,,
1999,14352,United Kingdom,2011-11-03 14:58:00,,,
2000,14353,United Kingdom,2010-04-10 12:38:00,,,
2001,14354,United Kingdom,2011-09-11 15:36:00,,,
2002,14355,United Kingdom,2010-03-22 15:08:00,,,
2003,14356,United Kingdom,2011-09-19 14:43:00,,,
2004,14357,United Kingdom,2011-10-27 16:23:00,,,
2005,14358,United Kingdom,2010-07-10 17:26:00,,,
2006,14359,United Kingdom,2011-09-13 09:03:00,,,
2007,14360,United Kingdom,2011-06-09 11:58:00,,,
2008,14361,United Kingdom,2010-10-05 12:29:00,,,
2009,14362,United Kingdom,2011-11-17 15:08:00,,,
2010,14363,United Kingdom,2010-09-14 14:39:00,,,
2011,14364,United Kingdom,2011-12-05 12:56:00,,,
2012,14365,United Kingdom,2010-01-27 09:44:00,,,
2013,14366,United Kingdom,2010-02-07 17:23:00,,,
2014,14367,United Kingdom,2011-08-03 14:12:00,,,
2015,14368,United Kingdom,2011-01-24 09:52:00,,,
2016,14369,United Kingdom,2010-02-16 10:28:00,,,
2017,14370,United Kingdom,2010-01-02 08:35:00,,,
2018,14371,United Kingdom,2011-02-17 16:35:00,,,
2019,14372,United Kingdom,2010-04-19 15:57:00,,,
2020,14373,United Kingdom,2010-12-16 15:40:00,,,
2021,14374,United Kingdom,2010-06-16 14:25:00,,,
2022,14375,United Kingdom,2010-06-16 14:34:00,,,
2023,14376,United Kingdom,2010-01-25 15:36:00,,,
2024,14377,United Kingdom,2011-03-22 13:38:00,,,
2025,14378,United Kingdom,2010-03-28 12:22:00,,,
2026,14379,United Kingdom,2010-08-16 15:31:00,,,
2027,14381,United Kingdom,2010-09-14 16:15:00,,,
2028,14382,United Kingdom,2010-11-14 16:32:00,,,
2029,14383,United Kingdom,2011-06-29 10:18:00,,,
2030,14384,United Kingdom,2010-07-27 09:53:00,,,
2031,14385,United Kingdom,2011-11-16 11:55:00,,,
2032,14386,United Kingdom,2011-02-16 09:45:00,,,
2033,14387,United Kingdom,2011-08-22 14:13:00,,,
2034,14388,United Kingdom,2010-01-20 11:54:00,,,
2035,14389,United Kingdom,2010-04-28 14:57:00,,,
2036,14390,United Kingdom,2010-10-10 14:30:00,,,
2037,14391,United Kingdom,2010-12-05 09:42:00,,,
2038,14392,United Kingdom,2010-03-10 12:56:00,,,
2039,14393,United Kingdom,2011-05-05 18:16:00,,,
2040,14394,United Kingdom,2010-05-24 10:43:00,,,
2041,14395,United Kingdom,2010-04-18 13:12:00,,,
2042,14396,United Kingdom,2009-02-12 14:21:00,,,
2043,14397,United Kingdom,2011-10-05 12:25:00,,,
2044,14398,United Kingdom,2010-06-30 11:57:00,,,
2045,14399,United Kingdom,2010-03-02 13:09:00,,,
2046,14400,United Kingdom,2010-03-18 12:11:00,,,
2047,14401,United Kingdom,2009-12-14 13:22:00,,,
2048,14402,United Kingdom,2010-02-25 13:20:00,,,
2049,14403,United Kingdom,2010-10-03 14:00:00,,,
2050,14404,United Kingdom,2009-12-20 14:40:00,,,
2051,14405,United Kingdom,2010-11-18 11:40:00,,,
2052,14406,United Kingdom,2011-12-08 16:54:00,,,
2053,14407,United Kingdom,2011-08-03 11:59:00,,,
2054,14408,United Kingdom,2009-07-12 12:18:00,,,
2055,14409,United Kingdom,2010-05-21 16:45:00,,,
2056,14410,United Kingdom,2010-09-28 15:46:00,,,
2057,14411,United Kingdom,2011-02-02 10:56:00,,,
2058,14412,United Kingdom,2010-11-10 12:33:00,,,
2059,14413,United Kingdom,2010-01-19 14:27:00,,,
2060,14414,United Kingdom,2010-11-30 10:12:00,,,
2061,14415,United Kingdom,2009-12-16 14:08:00,,,
2062,14416,United Kingdom,2011-10-28 15:10:00,,,
2063,14417,United Kingdom,2010-11-17 10:55:00,,,
2064,14418,United Kingdom,2011-08-23 17:18:00,,,
2065,14419,United Kingdom,2010-11-22 11:09:00,,,
2066,14420,United Kingdom,2010-01-17 12:41:00,,,
2067,14421,United Kingdom,2010-01-17 11:30:00,,,
2068,14422,United Kingdom,2009-12-17 12:12:00,,,
2069,14423,United Kingdom,2010-01-14 11:49:00,,,
2070,14424,United Kingdom,2011-11-22 11:48:00,,,
2071,14425,United Kingdom,2009-02-12 11:31:00,,,
2072,14426,United Kingdom,2010-04-03 14:36:00,,,
2073,14427,United Kingdom,2010-03-18 09:49:00,,,
2074,14428,United Kingdom,2011-01-18 16:39:00,,,
2075,14429,United Kingdom,2010-01-11 10:08:00,,,
2076,14430,United Kingdom,2010-11-04 15:59:00,,,
2077,14431,United Kingdom,2010-01-21 10:49:00,,,
2078,14432,United Kingdom,2011-11-09 14:09:00,,,
2079,14433,United Kingdom,2010-08-31 12:35:00,,,
2080,14434,United Kingdom,2011-09-28 15:31:00,,,
2081,14435,United Kingdom,2010-07-26 12:33:00,,,
2082,14436,United Kingdom,2010-04-06 11:32:00,,,
2083,14437,United Kingdom,2010-05-05 12:20:00,,,
2084,14438,United Kingdom,2011-06-02 14:56:00,,,
2085,14439,Greece,2010-01-21 14:01:00,,,
