K_Receipt,K_Member,Quantity,Q_Amount,T_Receipt,Q_Discount_Amount
498348,18172,242.0,371.40000000000003,2010-02-18 12:16:00,
498349,14967,160.0,533.36,2010-02-18 12:22:00,
498350,14085,117.0,299.52,2010-02-18 12:25:00,
498351,13206,152.0,164.70000000000002,2010-02-18 12:34:00,
498352,12898,91.0,143.57,2010-02-18 12:36:00,
498353,12949,196.0,443.06,2010-02-18 12:36:00,
498354,14527,77.0,230.51,2010-02-18 12:50:00,
498355,14239,65.0,129.11,2010-02-18 12:57:00,
498357,17841,77.0,166.13,2010-02-18 13:15:00,
498359,14040,92.0,454.4,2010-02-18 13:28:00,
498360,12748,163.0,166.07,2010-02-18 13:29:00,
498361,13394,181.0,326.55,2010-02-18 13:34:00,
498362,14952,606.0,1910.96,2010-02-18 13:38:00,
498363,14952,120.0,304.0,2010-02-18 13:42:00,
498364,16170,262.0,319.88,2010-02-18 13:50:00,
498365,13579,295.0,383.55,2010-02-18 13:53:00,
498366,14152,325.0,301.31,2010-02-18 13:57:00,
498378,18178,342.0,485.67,2010-02-18 14:25:00,
498379,13680,428.0,938.6700000000001,2010-02-18 14:29:00,
498380,12891,50.0,21.0,2010-02-18 14:32:00,
498381,17763,7.0,18.05,2010-02-18 14:32:00,
498383,15693,30.0,37.5,2010-02-18 14:37:00,
498389,14606,122.0,351.27,2010-02-18 14:43:00,
498395,14646,5864.0,9695.16,2010-02-18 15:13:00,
498396,14646,642.0,1474.1000000000001,2010-02-18 15:16:00,
498397,17721,107.0,307.21000000000004,2010-02-18 15:18:00,
498398,14646,2114.0,3788.34,2010-02-18 15:19:00,
498399,12747,64.0,170.68,2010-02-18 15:20:00,
498400,15005,106.0,136.93,2010-02-18 15:33:00,
498401,17469,183.0,311.21000000000004,2010-02-18 15:44:00,
498403,18153,200.0,246.22,2010-02-18 15:50:00,
498416,14783,262.0,307.3,2010-02-18 16:16:00,
498418,18257,232.0,360.38,2010-02-18 16:20:00,
498421,18008,54.0,158.45,2010-02-18 16:31:00,
498429,15306,225.0,387.51,2010-02-18 17:12:00,
498430,15615,342.0,378.46,2010-02-18 17:17:00,
498431,14031,489.0,1038.09,2010-02-18 17:29:00,
498432,16487,76.0,102.2,2010-02-18 17:36:00,
498433,13001,411.0,826.0,2010-02-18 17:50:00,
498434,13952,1062.0,2160.72,2010-02-18 18:20:00,
498435,14686,167.0,257.19,2010-02-18 18:29:00,
498436,14686,43.0,45.73,2010-02-18 18:33:00,
498437,17941,160.0,408.0,2010-02-18 19:11:00,
498438,13333,261.0,162.18,2010-02-19 09:26:00,
498439,14285,69.0,276.65,2010-02-19 09:36:00,
498440,18102,1400.0,6412.0,2010-02-19 09:37:00,
498442,13004,197.0,266.21,2010-02-19 09:41:00,
498445,16656,318.0,407.94,2010-02-19 10:01:00,
498446,13093,868.0,1564.28,2010-02-19 10:16:00,
498447,16467,2970.0,619.86,2010-02-19 10:20:00,
498448,13957,48.0,102.84,2010-02-19 10:32:00,
498457,17949,96.0,40.32,2010-02-19 10:39:00,
498463,13769,145.0,304.61,2010-02-19 10:41:00,
498473,12931,100.0,210.0,2010-02-19 10:44:00,
498504,12931,450.0,612.5,2010-02-19 11:29:00,
498505,17949,96.0,40.32,2010-02-19 11:34:00,
498507,16029,204.0,546.5999999999999,2010-02-19 11:41:00,
498508,16574,409.0,590.91,2010-02-19 11:46:00,
498510,13929,84.0,250.92000000000002,2010-02-19 11:54:00,
498511,13604,242.0,717.62,2010-02-19 12:02:00,
498513,17145,530.0,897.0300000000001,2010-02-19 12:07:00,
498515,15465,31.0,131.95,2010-02-19 12:10:00,
498516,18231,76.0,331.12,2010-02-19 12:12:00,
498517,15808,366.0,896.73,2010-02-19 12:34:00,
498518,15867,175.0,328.84000000000003,2010-02-19 12:48:00,
498519,16393,62.0,159.9,2010-02-19 12:50:00,
498521,17139,535.0,613.78,2010-02-19 13:15:00,
498522,13662,58.0,127.34,2010-02-19 13:21:00,
498524,13662,131.0,173.13,2010-02-19 13:23:00,
498525,13552,196.0,410.86,2010-02-19 13:28:00,
498526,13552,104.0,322.1,2010-02-19 13:29:00,
498527,17816,28.0,34.92,2010-02-19 13:53:00,
498528,15311,83.0,138.8,2010-02-19 14:11:00,
498543,17961,3.0,5.05,2010-02-19 14:44:00,
498545,13191,111.0,159.21,2010-02-19 17:02:00,
498547,18283,49.0,96.9,2010-02-19 17:16:00,
498548,17400,361.0,958.11,2010-02-19 17:40:00,
498550,12416,132.0,202.56,2010-02-21 10:19:00,
498552,17243,96.0,148.4,2010-02-21 10:25:00,
498553,15013,99.0,105.31,2010-02-21 11:02:00,
498554,13761,204.0,311.9,2010-02-21 11:08:00,
498555,14878,210.0,263.24,2010-02-21 11:14:00,
498558,14878,132.0,60.6,2010-02-21 11:19:00,
498559,14878,120.0,127.2,2010-02-21 11:22:00,
498560,16335,156.0,358.2,2010-02-21 11:29:00,
498561,15988,133.0,268.8,2010-02-21 11:36:00,
498562,15182,191.0,564.89,2010-02-21 12:03:00,
498564,14505,163.0,311.84000000000003,2010-02-21 12:25:00,
498565,16485,100.0,298.5,2010-02-21 12:31:00,
498566,16912,173.0,342.04,2010-02-21 12:36:00,
498567,16693,116.0,205.98,2010-02-21 12:42:00,
498568,14239,48.0,89.28,2010-02-21 12:43:00,
498569,14911,314.0,986.8,2010-02-21 12:50:00,
498570,15059,66.0,153.15,2010-02-21 12:52:00,
498571,15774,65.0,191.33,2010-02-21 12:57:00,
498573,14606,64.0,192.76,2010-02-21 13:16:00,
498574,15498,338.0,527.2,2010-02-21 13:18:00,
498575,14560,390.0,173.88,2010-02-21 13:37:00,
498577,16948,98.0,110.9,2010-02-21 13:48:00,
498578,13980,93.0,216.9,2010-02-21 14:18:00,
498579,17332,303.0,268.86,2010-02-21 14:41:00,
498581,13571,74.0,160.19,2010-02-21 14:57:00,
498584,16200,58.0,222.08,2010-02-21 15:06:00,
498585,16200,8.0,35.4,2010-02-21 15:09:00,
498587,15928,164.0,293.53,2010-02-21 15:16:00,
498588,12945,281.0,437.16,2010-02-21 15:18:00,
498589,14895,485.0,1609.1000000000001,2010-02-21 15:19:00,
498590,13044,194.0,441.8,2010-02-21 15:28:00,
498592,16450,105.0,408.29,2010-02-21 15:46:00,
498593,14602,80.0,205.35999999999999,2010-02-21 15:47:00,
498594,16797,123.0,347.3,2010-02-21 15:48:00,
498596,13152,117.0,330.35,2010-02-21 15:58:00,
498597,16273,34.0,241.84,2010-02-21 16:02:00,
498601,13538,24.0,179.76,2010-02-21 16:09:00,
498610,13393,381.0,498.67,2010-02-22 09:17:00,
498611,13540,125.0,284.75,2010-02-22 09:22:00,
498612,13540,12.0,84.5,2010-02-22 09:24:00,
498613,12360,100.0,118.00000000000001,2010-02-22 09:32:00,
498614,14849,268.0,515.88,2010-02-22 09:48:00,
498615,13434,156.0,339.18,2010-02-22 09:54:00,
498616,12391,6.0,38.099999999999994,2010-02-22 10:13:00,
498617,12389,67.0,164.85,2010-02-22 10:15:00,
498618,15382,1201.0,1632.93,2010-02-22 10:24:00,
498622,16985,85.0,355.25,2010-02-22 10:38:00,
498636,14159,181.0,273.75,2010-02-22 11:11:00,
498642,16057,438.0,826.15,2010-02-22 11:13:00,
498648,17955,388.0,367.6,2010-02-22 11:22:00,
498694,13787,235.0,237.09,2010-02-22 11:42:00,
498696,16619,532.0,995.21,2010-02-22 12:05:00,
498697,14997,288.0,230.4,2010-02-22 12:11:00,
498704,17841,92.0,290.39,2010-02-22 12:44:00,
498705,14680,410.0,741.3,2010-02-22 12:44:00,
498706,17439,370.0,325.74,2010-02-22 12:48:00,
498708,13199,120.0,249.12,2010-02-22 12:48:00,
498709,13217,250.0,132.5,2010-02-22 12:49:00,
498713,17195,486.0,562.98,2010-02-22 13:05:00,
498715,17081,50.0,112.88,2010-02-22 13:19:00,
498716,15754,865.0,1420.3500000000001,2010-02-22 13:31:00,
498717,17259,151.0,308.62,2010-02-22 13:38:00,
498718,17675,68.0,373.48,2010-02-22 13:40:00,
498719,13854,78.0,278.7,2010-02-22 13:44:00,
498720,15673,310.0,737.5600000000001,2010-02-22 14:28:00,
498721,13178,369.0,684.8,2010-02-22 14:34:00,
498722,16071,216.0,264.3,2010-02-22 14:48:00,
498723,13340,56.0,3360.0,2010-02-22 14:54:00,
498724,13340,1882.0,2685.54,2010-02-22 14:59:00,
498725,14667,196.0,453.54,2010-02-22 15:12:00,
498726,13576,122.0,319.32,2010-02-22 15:13:00,
498728,13408,494.0,950.4899999999999,2010-02-22 15:39:00,
498729,17829,798.0,1310.3000000000002,2010-02-22 15:39:00,
498734,17610,156.0,158.79,2010-02-22 15:52:00,
498736,12748,228.0,347.2,2010-02-22 16:04:00,
498746,13513,128.0,299.64,2010-02-22 16:36:00,
498756,12980,128.0,1110.48,2010-02-22 16:48:00,
498757,14030,170.0,427.61,2010-02-22 16:49:00,
498758,12748,25.0,2.5,2010-02-22 16:56:00,
498759,14156,340.0,881.52,2010-02-22 16:58:00,
498762,14081,306.0,341.8,2010-02-22 17:10:00,
498763,14030,8.0,37.900000000000006,2010-02-22 17:14:00,
498764,14081,88.0,204.58,2010-02-22 17:21:00,
498765,12755,19.0,34.06,2010-02-23 09:37:00,
498766,18051,290.0,309.32,2010-02-23 09:42:00,
498767,17848,11.0,139.8,2010-02-23 09:52:00,
498768,12727,332.0,669.32,2010-02-23 09:54:00,
498769,13093,482.0,1036.6399999999999,2010-02-23 09:54:00,
498770,17667,343.0,454.7,2010-02-23 09:57:00,
498774,13330,455.0,628.49,2010-02-23 10:12:00,
498776,14160,516.0,887.4,2010-02-23 10:25:00,
498778,14134,316.0,654.12,2010-02-23 10:48:00,
498779,14134,190.0,405.78,2010-02-23 10:49:00,
498797,15493,114.0,421.53,2010-02-23 11:14:00,
498817,15732,85.0,102.03,2010-02-23 11:29:00,
498827,13798,232.0,778.6800000000001,2010-02-23 11:36:00,
498832,17377,52.0,172.15,2010-02-23 11:43:00,
498836,12647,2.0,5.1,2010-02-23 11:44:00,
498844,15611,12.0,80.7,2010-02-23 11:46:00,
498849,15967,30.0,98.6,2010-02-23 11:49:00,
498850,16416,696.0,637.4399999999999,2010-02-23 12:00:00,
498851,13319,175.0,359.05,2010-02-23 12:02:00,
498852,13319,2.0,17.0,2010-02-23 12:03:00,
498853,16779,468.0,850.0,2010-02-23 12:08:00,
498877,13052,245.0,560.97,2010-02-23 12:31:00,
498878,14726,82.0,116.5,2010-02-23 12:35:00,
498879,17519,129.0,289.6,2010-02-23 12:47:00,
498880,14558,23.0,267.45,2010-02-23 12:51:00,
498884,12820,308.0,371.56,2010-02-23 12:55:00,
498886,15295,139.0,207.04,2010-02-23 13:03:00,
498890,12682,238.0,557.42,2010-02-23 13:21:00,
498893,14755,146.0,392.20000000000005,2010-02-23 13:22:00,
498899,13772,233.0,562.6,2010-02-23 13:55:00,
498900,15241,411.0,295.64,2010-02-23 13:59:00,
498901,15311,235.0,218.81,2010-02-23 14:12:00,
498902,16843,132.0,213.0,2010-02-23 14:13:00,
498903,14112,667.0,1033.55,2010-02-23 14:16:00,
498905,12854,316.0,605.91,2010-02-23 14:40:00,
498906,13490,25.0,154.25,2010-02-23 14:48:00,
498907,12472,144.0,262.55,2010-02-23 14:52:00,
498908,13287,145.0,222.53,2010-02-23 14:54:00,
498909,14092,153.0,288.99,2010-02-23 14:56:00,
498910,14091,2116.0,4010.08,2010-02-23 15:17:00,
498911,16702,281.0,245.25,2010-02-23 15:27:00,
498912,12748,36.0,91.08000000000001,2010-02-23 15:33:00,
498913,16553,375.0,552.05,2010-02-23 15:47:00,
498914,15955,160.0,389.28000000000003,2010-02-23 16:36:00,
498918,15607,93.0,238.09,2010-02-24 08:50:00,
498919,14681,11.0,78.45,2010-02-24 08:54:00,
498921,14911,451.0,1006.2900000000001,2010-02-24 09:24:00,
498923,17028,130.0,262.18,2010-02-24 09:50:00,
498925,13694,180.0,369.0,2010-02-24 10:04:00,
498926,13694,654.0,523.5,2010-02-24 10:10:00,
498927,15290,216.0,277.12,2010-02-24 10:15:00,
498928,13694,3676.0,4168.98,2010-02-24 10:18:00,
498929,16388,83.0,186.05,2010-02-24 10:20:00,
498931,12482,2224.0,2087.68,2010-02-24 10:24:00,
498935,14911,394.0,892.65,2010-02-24 10:42:00,
498936,12482,1232.0,1087.52,2010-02-24 10:43:00,
498939,12482,1232.0,1087.52,2010-02-24 10:55:00,
498943,12482,1232.0,1087.52,2010-02-24 11:03:00,
498944,17377,47.0,92.49000000000001,2010-02-24 11:06:00,
498945,12482,1232.0,1087.52,2010-02-24 11:16:00,
498964,15984,205.0,393.05,2010-02-24 11:28:00,
498997,12835,106.0,239.89999999999998,2010-02-24 11:51:00,
498999,16406,78.0,203.95000000000002,2010-02-24 11:51:00,
499004,12998,331.0,300.2,2010-02-24 11:55:00,
499009,17511,602.0,675.74,2010-02-24 11:59:00,
499010,15439,339.0,706.35,2010-02-24 12:05:00,
499011,14284,349.0,704.4,2010-02-24 12:06:00,
499012,15439,5.0,42.5,2010-02-24 12:09:00,
499013,12909,293.0,284.11,2010-02-24 12:14:00,
499014,15291,44.0,317.8,2010-02-24 12:14:00,
499020,14527,84.0,455.39,2010-02-24 12:19:00,
499023,15984,76.0,115.4,2010-02-24 12:20:00,
499025,15984,48.0,40.8,2010-02-24 12:21:00,
499029,17949,1008.0,725.76,2010-02-24 12:39:00,
499030,15523,343.0,572.75,2010-02-24 12:42:00,
499031,14541,95.0,247.45,2010-02-24 12:48:00,
499032,13590,288.0,304.36,2010-02-24 12:51:00,
499033,15144,304.0,1022.6,2010-02-24 12:51:00,
499035,13982,131.0,220.19,2010-02-24 13:04:00,
499036,17850,220.0,664.92,2010-02-24 13:06:00,
499038,15768,132.0,654.82,2010-02-24 13:15:00,
499039,14646,640.0,1112.2,2010-02-24 13:16:00,
499043,17763,14.0,35.0,2010-02-24 13:32:00,
499044,15659,16.0,108.44,2010-02-24 13:32:00,
499045,17763,8.0,18.1,2010-02-24 13:34:00,
499056,13765,296.0,352.82,2010-02-24 13:46:00,
499057,15898,102.0,362.18,2010-02-24 13:48:00,
499058,17027,12.0,104.4,2010-02-24 13:54:00,
499059,12939,150.0,292.5,2010-02-24 13:55:00,
499061,15058,77.0,303.65,2010-02-24 14:07:00,
499062,14590,23.0,116.8,2010-02-24 14:10:00,
499064,13110,32.0,153.72,2010-02-24 14:18:00,
499065,16208,83.0,323.55,2010-02-24 14:24:00,
499066,16742,377.0,317.29,2010-02-24 14:30:00,
499067,14911,1028.0,1834.8400000000001,2010-02-24 14:30:00,
499069,13944,153.0,200.43,2010-02-24 15:02:00,
499070,13469,52.0,82.4,2010-02-24 15:03:00,
499071,14535,260.0,504.35,2010-02-24 15:03:00,
499072,13104,30.0,96.66,2010-02-24 15:06:00,
499122,13756,147.0,192.14,2010-02-24 15:53:00,
499123,14556,71.0,150.57,2010-02-24 16:15:00,
499155,17358,73.0,117.22,2010-02-24 16:42:00,
499163,15514,121.0,172.85,2010-02-24 17:23:00,
499164,17460,102.0,262.32,2010-02-25 08:56:00,
499165,15321,400.0,597.76,2010-02-25 09:16:00,
499166,15321,141.0,162.0,2010-02-25 09:21:00,
499167,16029,384.0,1132.8000000000002,2010-02-25 09:32:00,
499168,16029,246.0,746.9,2010-02-25 09:33:00,
499169,17949,180.0,190.8,2010-02-25 09:39:00,
499170,16118,2851.0,4376.25,2010-02-25 09:40:00,
499171,14006,342.0,330.65999999999997,2010-02-25 09:45:00,
499172,15465,37.0,121.23,2010-02-25 09:55:00,
499173,18268,99.0,228.23000000000002,2010-02-25 10:06:00,
499174,16471,178.0,323.38,2010-02-25 10:07:00,
499175,14867,19.0,112.65,2010-02-25 10:17:00,
499176,16684,3736.0,5710.32,2010-02-25 10:20:00,
499177,12835,5.0,15.55,2010-02-25 10:21:00,
499218,12647,108.0,219.6,2010-02-25 11:23:00,
499219,13288,48.0,182.88,2010-02-25 11:28:00,
499220,14606,57.0,153.5,2010-02-25 11:32:00,
499221,14740,47.0,115.25,2010-02-25 11:40:00,
499222,15573,72.0,105.1,2010-02-25 11:41:00,
499223,12583,263.0,538.05,2010-02-25 11:45:00,
499225,18009,161.0,252.26,2010-02-25 11:49:00,
499226,13148,98.0,313.24,2010-02-25 11:49:00,
499227,15719,132.0,287.51,2010-02-25 11:50:00,
499228,17863,501.0,335.58,2010-02-25 12:01:00,
499229,16746,185.0,349.0,2010-02-25 12:14:00,
499230,12748,99.0,122.59,2010-02-25 12:16:00,
499231,15674,450.0,801.8199999999999,2010-02-25 12:18:00,
499232,13334,643.0,1176.32,2010-02-25 12:21:00,
499234,13771,318.0,869.5600000000001,2010-02-25 12:37:00,
499235,17675,58.0,211.3,2010-02-25 12:53:00,
499236,13240,57.0,143.56,2010-02-25 13:17:00,
499237,13735,398.0,986.64,2010-02-25 13:19:00,
499238,14402,240.0,285.6,2010-02-25 13:20:00,
499239,17200,113.0,160.81,2010-02-25 13:23:00,
499240,17200,1.0,4.25,2010-02-25 13:24:00,
499242,17850,160.0,413.08,2010-02-25 13:29:00,
499244,13240,10.0,11.739999999999998,2010-02-25 13:31:00,
499245,12931,282.0,373.5,2010-02-25 13:39:00,
499247,17841,100.0,137.64,2010-02-25 13:46:00,
499248,14298,1149.0,1537.43,2010-02-25 14:18:00,
499249,14298,190.0,296.94,2010-02-25 14:19:00,
499250,15311,109.0,89.17,2010-02-25 14:21:00,
499254,13408,224.0,315.59999999999997,2010-02-25 14:52:00,
499255,13408,52.0,125.4,2010-02-25 14:54:00,
499261,17726,51.0,126.43,2010-02-25 15:07:00,
499262,13269,248.0,311.52,2010-02-25 15:13:00,
499263,13269,240.0,100.08,2010-02-25 15:14:00,
499264,18041,350.0,467.54,2010-02-25 15:39:00,
499266,17032,5.0,8.25,2010-02-25 15:41:00,
499267,13935,669.0,2320.03,2010-02-25 16:01:00,
499269,16677,150.0,263.23,2010-02-25 16:11:00,
499270,12500,49.0,202.01000000000002,2010-02-25 16:21:00,
499272,17032,297.0,567.5,2010-02-25 16:48:00,
499273,17534,232.0,502.2,2010-02-25 16:55:00,
499274,14898,81.0,199.25,2010-02-25 16:58:00,
499275,13652,349.0,393.96000000000004,2010-02-25 17:37:00,
499276,15456,322.0,295.38,2010-02-25 18:12:00,
499279,14732,6.0,19.5,2010-02-25 18:44:00,
499284,14770,506.0,936.28,2010-02-25 18:58:00,
499285,17207,232.0,291.77,2010-02-25 19:08:00,
499294,17323,89.0,99.64999999999999,2010-02-25 19:39:00,
499295,17883,63.0,168.48,2010-02-25 20:07:00,
499297,18102,3168.0,5158.4,2010-02-25 20:16:00,
499298,18102,900.0,4122.0,2010-02-25 20:18:00,
499299,18102,2880.0,2448.0,2010-02-25 20:19:00,
499300,18102,72.0,214.07999999999998,2010-02-25 20:19:00,
499302,18223,144.0,478.58000000000004,2010-02-26 08:35:00,
499303,13089,344.0,648.0,2010-02-26 08:46:00,
499304,13089,36.0,30.599999999999998,2010-02-26 08:47:00,
499306,17011,378.0,332.52,2010-02-26 09:47:00,
499307,15366,351.0,316.59,2010-02-26 10:10:00,
499308,14329,322.0,359.65999999999997,2010-02-26 10:11:00,
499312,15124,37.0,134.03,2010-02-26 10:49:00,
499313,16631,97.0,365.33000000000004,2010-02-26 10:49:00,
499326,13598,117.0,244.36999999999998,2010-02-26 11:22:00,
499327,13598,4.0,24.0,2010-02-26 11:26:00,
499352,12748,26.0,48.1,2010-02-26 11:38:00,
499377,14177,85.0,230.34,2010-02-26 11:59:00,
499378,15998,295.0,463.0,2010-02-26 12:00:00,
499379,14177,123.0,242.14999999999998,2010-02-26 12:04:00,
499381,16913,15.0,62.79,2010-02-26 12:06:00,
499382,14646,34.0,54.09,2010-02-26 12:08:00,
499383,16913,132.0,247.68,2010-02-26 12:09:00,
499384,13753,220.0,335.0,2010-02-26 12:10:00,
499386,12854,109.0,109.59,2010-02-26 12:13:00,
499387,14680,313.0,766.59,2010-02-26 12:41:00,
499388,14646,400.0,705.0,2010-02-26 12:43:00,
499398,15309,240.0,339.96,2010-02-26 13:01:00,
499399,14459,1542.0,3537.82,2010-02-26 13:26:00,
499400,13889,158.0,311.3,2010-02-26 13:28:00,
499401,14646,100.0,145.0,2010-02-26 13:38:00,
499402,14667,169.0,268.05,2010-02-26 14:16:00,
499403,13727,33.0,128.55,2010-02-26 14:23:00,
499404,17850,170.0,432.06,2010-02-26 14:24:00,
499405,14739,509.0,707.8100000000001,2010-02-26 14:35:00,
499411,13999,163.0,364.1,2010-02-26 15:09:00,
499450,14522,118.0,177.98000000000002,2010-02-26 17:33:00,
499451,17848,12.0,153.0,2010-02-26 17:37:00,
499452,17243,59.0,126.25,2010-02-28 10:08:00,
499453,14466,178.0,255.05,2010-02-28 10:25:00,
499454,12708,120.0,243.2,2010-02-28 10:31:00,
499455,15477,216.0,368.4,2010-02-28 10:37:00,
499456,17819,76.0,131.4,2010-02-28 10:40:00,
499457,15569,145.0,259.2,2010-02-28 10:55:00,
499458,13941,376.0,398.16,2010-02-28 10:57:00,
499459,15149,64.0,159.78,2010-02-28 11:13:00,
499460,15149,61.0,164.05,2010-02-28 11:14:00,
499461,15013,203.0,179.41,2010-02-28 11:16:00,
499463,13564,160.0,464.94,2010-02-28 11:24:00,
499464,17150,48.0,202.03,2010-02-28 11:25:00,
499465,14807,176.0,349.64,2010-02-28 11:33:00,
499466,17050,167.0,208.93,2010-02-28 11:33:00,
499467,18046,44.0,189.63,2010-02-28 11:36:00,
499468,13542,52.0,248.0,2010-02-28 11:37:00,
499469,13762,624.0,679.9200000000001,2010-02-28 11:54:00,
499470,12484,8.0,45.0,2010-02-28 11:55:00,
499471,17760,80.0,141.54,2010-02-28 12:15:00,
499472,14507,65.0,221.4,2010-02-28 12:16:00,
499473,16950,133.0,245.97,2010-02-28 12:21:00,
499474,15421,422.0,693.16,2010-02-28 12:29:00,
499475,15990,89.0,191.85,2010-02-28 12:30:00,
499476,17969,26.0,101.4,2010-02-28 12:45:00,
499477,15943,87.0,145.59,2010-02-28 12:49:00,
499478,15664,167.0,387.98,2010-02-28 12:50:00,
499479,13883,237.0,421.35,2010-02-28 12:53:00,
499480,15953,15.0,132.95,2010-02-28 13:00:00,
499481,16843,258.0,658.5,2010-02-28 13:07:00,
499482,12471,199.0,469.05,2010-02-28 13:25:00,
499483,13413,260.0,175.24,2010-02-28 13:27:00,
499484,17929,36.0,196.20000000000002,2010-02-28 13:28:00,
499485,16939,88.0,166.1,2010-02-28 13:33:00,
499486,15061,762.0,1422.78,2010-02-28 13:42:00,
499487,13561,138.0,199.5,2010-02-28 13:42:00,
499488,17858,175.0,633.45,2010-02-28 13:49:00,
499490,18106,84.0,294.82,2010-02-28 13:55:00,
499491,14064,216.0,299.76,2010-02-28 14:03:00,
499494,16283,471.0,854.02,2010-02-28 14:12:00,
499495,17372,18.0,211.9,2010-02-28 14:17:00,
499496,17373,90.0,163.7,2010-02-28 14:17:00,
499497,14396,104.0,271.61,2010-02-28 14:24:00,
499498,14396,45.0,102.22,2010-02-28 14:34:00,
499499,17211,129.0,315.74,2010-02-28 14:41:00,
499500,13044,208.0,669.01,2010-02-28 14:43:00,
499502,14044,111.0,250.49,2010-02-28 15:01:00,
499503,14068,50.0,236.96,2010-02-28 15:05:00,
499504,17848,33.0,420.75,2010-02-28 15:21:00,
499505,14606,87.0,202.72,2010-02-28 15:58:00,
499506,15031,212.0,456.20000000000005,2010-02-28 16:00:00,
499507,17209,113.0,222.5,2010-02-28 16:01:00,
499508,18069,383.0,345.59000000000003,2010-02-28 16:14:00,
499509,18069,40.0,34.0,2010-02-28 16:16:00,
499510,14798,107.0,187.37,2010-01-03 08:38:00,
499511,16717,121.0,347.50000000000006,2010-01-03 08:55:00,
499512,16202,125.0,499.88,2010-01-03 09:13:00,
499513,14949,68.0,118.68,2010-01-03 09:24:00,
499515,16202,24.0,30.0,2010-01-03 09:30:00,
499516,12779,194.0,318.86,2010-01-03 09:56:00,
499517,12598,359.0,575.39,2010-01-03 09:58:00,
499519,13694,72.0,61.199999999999996,2010-01-03 10:06:00,
499520,13694,352.0,796.4,2010-01-03 10:07:00,
499521,13694,2184.0,2377.38,2010-01-03 10:14:00,
499523,13694,1726.0,1945.8,2010-01-03 10:17:00,
499524,13694,6456.0,1943.52,2010-01-03 10:19:00,
499525,13694,1200.0,132.0,2010-01-03 10:21:00,
499526,17241,19.0,124.85,2010-01-03 10:36:00,
499527,14870,85.0,399.55,2010-01-03 11:04:00,
499528,17865,144.0,240.9,2010-01-03 11:18:00,
499529,13010,127.0,177.12,2010-01-03 11:28:00,
499532,15219,226.0,379.7,2010-01-03 11:33:00,
499533,17362,70.0,136.07999999999998,2010-01-03 11:34:00,
499534,16013,100.0,254.99999999999997,2010-01-03 11:36:00,
499535,14527,57.0,364.35,2010-01-03 11:45:00,
499542,14131,105.0,168.22,2010-01-03 11:59:00,
499549,18231,81.0,214.48,2010-01-03 12:04:00,
499576,13948,78.0,106.66,2010-01-03 12:16:00,
499596,16511,151.0,300.15,2010-01-03 12:21:00,
499597,16037,176.0,353.72,2010-01-03 12:31:00,
499601,13018,325.0,605.4,2010-01-03 12:34:00,
499604,13018,87.0,213.3,2010-01-03 12:35:00,
499619,17305,1006.0,2135.46,2010-01-03 12:47:00,
499623,17377,54.0,200.43,2010-01-03 13:06:00,
499624,17593,365.0,669.71,2010-01-03 13:10:00,
499625,17965,315.0,595.62,2010-01-03 13:14:00,
499628,16521,95.0,91.37,2010-01-03 13:22:00,
499629,17324,32.0,40.32,2010-01-03 13:22:00,
499630,16273,6.0,76.5,2010-01-03 13:24:00,
499631,12540,206.0,354.8,2010-01-03 13:29:00,
499632,14401,124.0,312.2,2010-01-03 13:29:00,
499633,15311,172.0,319.08000000000004,2010-01-03 13:29:00,
499635,13027,960.0,384.0,2010-01-03 13:40:00,
499636,13050,106.0,302.9,2010-01-03 13:41:00,
499637,12989,106.0,313.1,2010-01-03 13:45:00,
499639,16519,69.0,164.13,2010-01-03 13:51:00,
499640,15291,72.0,335.68,2010-01-03 13:57:00,
499641,17841,78.0,153.06,2010-01-03 14:01:00,
499650,13993,42.0,217.86,2010-01-03 14:31:00,
499656,17359,76.0,156.6,2010-01-03 14:48:00,
499657,14896,66.0,78.99,2010-01-03 14:54:00,
499659,16731,124.0,170.3,2010-01-03 15:05:00,
499660,13798,200.0,305.04,2010-01-03 15:10:00,
499663,14755,37.0,272.45,2010-01-03 15:21:00,
499664,14257,810.0,1189.34,2010-01-03 15:36:00,
499665,13979,361.0,474.71,2010-01-03 15:47:00,
499674,15603,32.0,40.0,2010-01-03 16:02:00,
499675,17241,136.0,397.84000000000003,2010-01-03 16:14:00,
499676,17116,392.0,389.78,2010-01-03 16:29:00,
499677,13911,264.0,141.24,2010-01-03 16:31:00,
499678,17222,56.0,136.15,2010-01-03 16:35:00,
499679,13995,148.0,257.2,2010-02-03 09:11:00,
499680,17330,1.0,49.95,2010-02-03 09:20:00,
499681,12731,616.0,1626.4,2010-02-03 09:23:00,
499682,12623,114.0,308.1,2010-02-03 09:25:00,
499683,16705,642.0,1464.28,2010-02-03 09:42:00,
499684,16705,36.0,122.04,2010-02-03 09:44:00,
499685,14646,1782.0,1562.94,2010-02-03 10:04:00,
499686,13202,134.0,174.1,2010-02-03 10:08:00,
499687,13468,41.0,121.35,2010-02-03 10:16:00,
499689,17905,66.0,134.7,2010-02-03 10:37:00,
499691,16296,153.0,313.41,2010-02-03 10:46:00,
499692,16946,235.0,659.34,2010-02-03 10:49:00,
499752,17477,112.0,731.72,2010-02-03 11:53:00,
499754,17850,136.0,345.96,2010-02-03 12:01:00,
499756,13797,243.0,354.49,2010-02-03 12:17:00,
499757,17377,58.0,189.45,2010-02-03 12:18:00,
